Filepath,Label
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\0d0d6d5d9e.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\0fd0e8821c.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\12ec0edc0a.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\14fa89fd86.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\17d0d30093.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\1a4970a193.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\1b431ad21c.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\1ce969aa3b.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\22b3357956.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\28af31112e.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\2a46407f59.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\2d44ca6b73.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\2d60311a69.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\2dc453e97c.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\2e483c3d7b.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\2f43ef19ea.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\2f4a394175.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\2f8013eec0.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\3a085edb5a.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\3bb33e5e68.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\3c84676bd2.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\4c8f0980a5.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\4ea2b2b60d.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\5b4e957838.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\5b86c2854e.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\5b8c8e25e8.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\5dbe83bc86.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\5fb37a0d68.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\6a0d7b2438.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\6b6b005b7f.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\6f21bcc3db.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\6fb09a4b62.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\7dba40f672.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\8a9500f879.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\8b15ba282c.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\8bc7e3ba50.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\8c5b2f57f4.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\8fc7f43930.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\9cb1050e35.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_gobi\9e42364d56.jpg,aloo_gobi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\02df621fdd.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\06b47185d9.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\11d98db2fe.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\13c9bdabbc.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\14f3ca9153.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\18a5afc696.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\18c83308e5.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\1a63aeb2fd.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\1aa0bfd414.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\1ada432911.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\21e56f6d06.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\2db15a615e.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\31de4c7ed9.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\34a9630f01.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\3a99bdbae2.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\3b6982147e.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\3dca55f96b.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\41cd12677f.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\42ad1e8c14.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\48c588fa18.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\4a7bc66884.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\4d14f4450e.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\4d2b8349d3.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\4e282ef582.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\52cb18d1d3.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\55b1fdc50e.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\58c57dc4b2.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\5acd382ee2.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\5b4370d687.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\5bd4b9eacd.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\5c4c3e95f5.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\5c6980607d.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\5e0e8735cf.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\5e5698e2f0.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\5ee0ddf533.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\5f21cc7cf7.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\6b4b319bd7.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\6bf25a6a56.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\6cf842e34c.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\6f52a5dbb6.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\7a6ee0d943.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\7a891c23dd.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\7d3544d9f9.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\7e392ca2af.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\7effdc5dc6.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\8d1b4578e9.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\8fbcf699e6.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\9c2abe92f7.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\9dcac3cc68.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_matar\9e6d8a158f.jpg,aloo_matar
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\001c2203a4.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\04d19d2fb4.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\0a4b4b3cf1.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\0b12f2389d.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\0b6b26d00a.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\0c104b390d.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\0e2c7a076c.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\0e6a031183.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\13c322cce9.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\15a80951a5.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\17e1ad03d5.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\1a8618c36b.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\1b402a1561.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\24c0ad6d85.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\28c7c4094e.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\2a32f33e72.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\2c1495a822.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\2c750ec26b.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\2ce2a442ce.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\2da5c297ec.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\2f0ef14a4b.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\2f34acd41f.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\31d1f1c67c.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\34d79a3ae9.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\3b1cfb8bed.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\3d6018a893.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\3e0d94025c.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\40a487b1ee.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\47d61411a1.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\4a6b625181.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\4ab137bb15.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\4f19693fdb.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\56a8eed2ec.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\5da5a55a04.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\63d22b4a1d.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\65ee5c1ea2.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\6a2813f2cc.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\6af3609135.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\6e517be73a.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\7b9bfef079.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\7dd01e2bbc.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\8a7f709899.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\8af9fdd584.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\8bde04e3ad.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\8ddb452856.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\8e3ac5953c.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\9c43b4e63e.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\9c79487995.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\9d8a08417f.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_methi\9f3551eeff.jpg,aloo_methi
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\08a8cb6983.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\0e456d0d57.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\0f9d8b0557.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\0fb12c2e19.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\14be800ff7.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\15f610924a.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\17f6830c0f.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\19f2970bdd.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\1a5c72b3f6.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\1d92db5ee1.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\1ec7dd6b5e.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\1f2d66c175.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\20abd26e2f.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\26de0a0e37.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\26f04a3d85.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\29bd94d633.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\2a66b30176.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\2c3eb19b7d.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\2cd1fa8979.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\35c0a2cf96.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\35ef94c216.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\36d3128094.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\3ce4fd46bc.jpg,aloo_shimla_mirch
C:\Users\Dell\OneDrive\Desktop\Indian Food\Indian Food Images\aloo_shimla_mirch\3e6ab297bb.jpg,aloo_shimla_mirch
